gene,panel,category,headline,source,agora_id,ensembl_gene_id,total_nominations,initial_nomination,nominating_teams,cohort_studies,input_data,programs,pharos_class
GUCY1A1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79348,ENSG00000164116,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tclin
GUCY1B1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f1,ENSG00000061918,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tclin
HABP4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7922d,ENSG00000130956,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
HAND1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791b2,ENSG00000113196,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
HAVCR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79252,ENSG00000135077,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tchem
HCK,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79152,ENSG00000101336,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tclin
HCLS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793df,ENSG00000180353,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
HCP5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79457,ENSG00000206337,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,NA
HDAC1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791cc,ENSG00000116478,1,2018,Harvard-MIT,NA,RNA,AMP-AD,Tclin
HDAC9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790e6,ENSG00000048052,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tclin
HEBP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790eb,ENSG00000051620,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tbio
HECW2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7927b,ENSG00000138411,1,2019,Chang Lab,Mayo,Genetics; RNA,Community,Tbio
HGF,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d2,ENSG00000019991,1,2023,Emory,syn20933797; syn52525880,Protein,AMP-AD,Tchem
HLA-DMB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7946a,ENSG00000242574,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
HLA-DOA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7944f,ENSG00000204252,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
HLA-DQB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793da,ENSG00000179344,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,NA
HLA-DRB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79422,ENSG00000196126,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tchem
HNF1A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79254,ENSG00000135100,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
HNRNPA2B1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791f7,ENSG00000122566,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
HNRNPU,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f4,ENSG00000153187,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
HPR,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79478,ENSG00000261701,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
HS3ST4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793ee,ENSG00000182601,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
HS3ST5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7946d,ENSG00000249853,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
HSDL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79159,ENSG00000103160,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
HSPA2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79214,ENSG00000126803,1,2019,Chang Lab,Kronos; MSBB; Rush,Genetics; Protein; RNA,Community,Tchem
HSPB2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79398,ENSG00000170276,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
HTRA3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7939d,ENSG00000170801,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
IARS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79425,ENSG00000196305,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tchem
ICA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790ba,ENSG00000003147,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tbio
ICA1L,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79339,ENSG00000163596,1,2020,Emory,Banner; ROSMAP,Genetics; Protein,AMP-AD,Tdark
ICAM1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79134,ENSG00000090339,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tchem
IDH2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793e7,ENSG00000182054,1,2019,Chang Lab,Kronos; Mayo; ROSMAP,Genetics; RNA,Community,Tclin
IFI30,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79461,ENSG00000216490,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
IFIH1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c1,ENSG00000115267,1,2022,Emory-Sage-SGC,NA,Pathway Modeling; Risk Scores,TREAT-AD,Tbio
IFITM2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79403,ENSG00000185201,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tbio
IFNLR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79405,ENSG00000185436,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
IGF1R,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79288,ENSG00000140443,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tclin
IGFBP5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c4,ENSG00000115461,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tchem
IKBKB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79165,ENSG00000104365,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
IL10,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79263,ENSG00000136634,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
IL15,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79349,ENSG00000164136,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
IL1B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7920f,ENSG00000125538,1,2026,IUSM-Purdue,GSE15222; GSE33000; GSE48350; GSE5281; GSE84422; MSBB; Mayo Clinic; ROSMAP,Protein; RNA,TREAT-AD,Tclin
IL1R1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c7,ENSG00000115594,1,2026,IUSM-Purdue,GSE15222; GSE33000; GSE48350; GSE5281; GSE84422; MSBB; Mayo Clinic; ROSMAP,RNA,TREAT-AD,Tclin
IL23R,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79327,ENSG00000162594,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
IL6ST,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79248,ENSG00000134352,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tclin
IMMT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7923a,ENSG00000132305,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
INPPL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79357,ENSG00000165458,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tchem
INSR,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a3,ENSG00000171105,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
IQGAP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7928b,ENSG00000140575,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tbio
IQUB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7934c,ENSG00000164675,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
IRAK1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793fa,ENSG00000184216,1,2025,IUSM-Purdue,NA,RNA,TREAT-AD,Tchem
IRAK4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7943a,ENSG00000198001,1,2025,IUSM-Purdue,NA,RNA,TREAT-AD,Tchem
IRS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79385,ENSG00000169047,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
ISYNA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79179,ENSG00000105655,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
ITGB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792d8,ENSG00000150093,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tclin
ITGB4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79238,ENSG00000132470,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
ITGB5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79126,ENSG00000082781,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
ITIH2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792e3,ENSG00000151655,1,2018,Mayo-UFL-ISB,APP Mice,Protein,AMP-AD,Tbio
ITPK1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7914f,ENSG00000100605,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
ITPKB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a3,ENSG00000143772,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
ITPR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792e0,ENSG00000150995,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tchem
ITPR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791fe,ENSG00000123104,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
JARID2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790c2,ENSG00000008083,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
JMJD6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79105,ENSG00000070495,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tchem
KANK2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7942e,ENSG00000197256,1,2023,Mayo-UFL-ISB,MC-BrAD; Mayo; TAUAPPms,Genetics; RNA,AMP-AD,Tbio
KAT2B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ba,ENSG00000114166,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tchem
KCNC2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7935b,ENSG00000166006,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tclin
KCND3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a7,ENSG00000171385,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
KCNIP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793ea,ENSG00000182132,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
KCNJ3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7932f,ENSG00000162989,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
KCNK4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793ec,ENSG00000182450,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
KCNN2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79121,ENSG00000080709,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tchem
KCNN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a5,ENSG00000143603,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tchem
KCNN4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79169,ENSG00000104783,1,2023,MSSM - Roussos Lab,FreshMicro,Genetics; RNA,AMP-AD,Tchem
KCNQ5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79409,ENSG00000185760,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tclin
KDM3B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ec,ENSG00000120733,1,2019,Chang Lab,Kronos; Mayo; ROSMAP; Rush,Genetics; RNA,Community,Tbio
KHDRBS2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ab,ENSG00000112232,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
KIAA1549L,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7919c,ENSG00000110427,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,NA
KIDINS220,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79247,ENSG00000134313,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
KIF13B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79433,ENSG00000197892,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
KLC1-AS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7946c,ENSG00000246451,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,NA
KLF15,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79343,ENSG00000163884,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
KLHDC9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7932b,ENSG00000162755,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
KLHL29,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e7,ENSG00000119771,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
KPNB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7918b,ENSG00000108424,1,2019,Chang Lab,MSBB,Genetics; Protein,Community,Tbio
KRT8,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7939a,ENSG00000170421,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
LAMA4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ae,ENSG00000112769,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
LAMB2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793ac,ENSG00000172037,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
LAMP5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79212,ENSG00000125869,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
LDB2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7938e,ENSG00000169744,1,2019,Chang Lab,Kronos; Mayo; ROSMAP,Genetics; RNA,Community,Tbio
LDB3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791f6,ENSG00000122367,1,2023,Mayo-UFL-ISB,GSE197305; MC-CAA; Mayo; ROSMAP,Protein; RNA,AMP-AD,Tbio
LGALS9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79383,ENSG00000168961,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tchem
LILRA2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79467,ENSG00000239998,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
LILRB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7916b,ENSG00000104972,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,NA
LIMS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7938f,ENSG00000169756,1,2020,MSSM - Zhang Lab,MSBB,Genetics; Protein,AMP-AD,Tbio
LINGO2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793bc,ENSG00000174482,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
LIPC,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7935d,ENSG00000166035,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tchem
LMO7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7925e,ENSG00000136153,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
LMOD3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79334,ENSG00000163380,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
LNX1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7911f,ENSG00000072201,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
LPAR6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79285,ENSG00000139679,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
LPCAT3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a5,ENSG00000111684,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
LPIN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7924b,ENSG00000134324,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
LPP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ae,ENSG00000145012,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
LRAT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791f2,ENSG00000121207,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
LRPPRC,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7927a,ENSG00000138095,1,2019,Chang Lab,MSBB,Genetics; Protein,Community,Tbio
LRRC25,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793c6,ENSG00000175489,1,2023,MSSM - Roussos Lab,FreshMicro,Genetics; RNA,AMP-AD,Tbio
LRRC8D,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a6,ENSG00000171492,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
LY86,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791b1,ENSG00000112799,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
LYL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7916a,ENSG00000104903,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
LYN,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79471,ENSG00000254087,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,TREAT-AD,Tclin
MAF1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793de,ENSG00000179632,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
MAML3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79428,ENSG00000196782,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
